invoice_id,branch,city,gender,product_line,unit_price,quantity,tax_5_percents,total,month,day,year,hours,minutes,payment,cogs,gross_margin_percentage,gross_income,rating,customer_type
343-75-9322,1,0,0,5,11.85,8,4.74,99.54,1,9,2019,16,34,0,94.8,4.761904762,4.74,4.1,1
220-28-1851,0,2,1,4,34.73,2,3.4730000000000003,72.933,3,1,2019,18,14,2,69.46,4.761904762,3.4730000000000003,9.7,0
453-12-7053,2,1,1,1,45.74,3,6.8610000000000015,144.08100000000005,3,10,2019,17,38,1,137.22,4.761904762,6.8610000000000015,6.5,0
329-62-1586,0,2,1,2,54.67,3,8.2005,172.2105,1,21,2019,18,0,1,164.01,4.761904762,8.2005,8.6,0
258-92-7466,0,2,0,3,35.68,5,8.92,187.32,2,6,2019,18,33,1,178.4,4.761904762,8.92,6.6,0
305-18-3552,1,0,1,4,60.38,10,30.19,633.99,2,12,2019,16,19,0,603.8,4.761904762,30.19,6.0,1
241-11-2261,1,0,0,1,79.86,7,27.951,586.971,1,10,2019,10,33,1,559.02,4.761904762,27.951,5.5,0
616-87-0016,1,0,1,1,95.54,7,33.439,702.2189999999998,3,9,2019,14,36,1,668.78,4.761904762,33.439,9.6,0
468-88-0009,0,2,1,4,65.94,4,13.188,276.948,3,24,2019,10,29,0,263.76,4.761904762,13.188,6.0,1
787-56-0757,2,1,0,2,80.36,4,16.072,337.51199999999994,2,23,2019,18,45,1,321.44,4.761904762,16.072,8.3,1
803-83-5989,2,1,1,4,55.73,6,16.719,351.099,2,24,2019,10,55,2,334.38,4.761904762,16.719,7.0,0
364-33-8584,1,0,0,2,17.63,5,4.4075,92.5575,3,8,2019,15,27,0,88.15,4.761904762,4.4075,8.5,1
126-54-1082,0,2,0,4,21.54,9,9.693,203.553,1,7,2019,11,44,1,193.86,4.761904762,9.693,8.8,1
498-41-1961,1,0,1,3,66.68,5,16.67,350.07,2,20,2019,18,1,0,333.4,4.761904762,16.67,7.6,0
612-36-5536,0,2,1,2,80.96,8,32.384,680.064,2,17,2019,11,12,1,647.68,4.761904762,32.384,7.4,1
320-49-6392,2,1,0,0,30.24,1,1.5119999999999998,31.752,3,4,2019,15,44,0,30.24,4.761904762,1.5119999999999998,8.4,0
710-46-4433,1,0,0,2,77.4,9,34.83,731.43,2,15,2019,14,15,1,696.6,4.761904762,34.83,4.5,1
537-72-0426,2,1,1,1,70.99,10,35.495,745.395,3,20,2019,16,28,0,709.9,4.761904762,35.495,5.7,1
365-64-0515,0,2,0,0,46.95,5,11.7375,246.4875,2,12,2019,10,25,2,234.75,4.761904762,11.7375,7.1,0
851-28-6367,0,2,1,5,15.5,10,7.75,162.75,3,23,2019,10,55,2,155.0,4.761904762,7.75,8.0,1
613-59-9758,2,1,0,5,14.36,10,7.18,150.78,1,27,2019,14,28,0,143.6,4.761904762,7.18,5.4,0
115-38-7388,2,1,0,1,10.18,8,4.072,85.512,3,30,2019,12,51,1,81.44,4.761904762,4.072,9.5,1
509-29-3912,0,2,0,5,38.72,9,17.424,365.904,3,20,2019,12,24,2,348.48,4.761904762,17.424,4.2,1
279-62-1445,2,1,0,1,12.54,1,0.627,13.167,2,21,2019,12,38,0,12.54,4.761904762,0.627,8.2,1
239-48-4278,0,2,1,2,10.13,7,3.5455,74.4555,3,10,2019,19,35,2,70.91,4.761904762,3.5455,8.3,1
746-04-1077,1,0,0,2,84.63,10,42.315,888.615,1,1,2019,11,36,1,846.3,4.761904762,42.315,9.0,1
149-15-7606,1,0,1,5,37.32,9,16.794,352.6740000000001,3,6,2019,15,31,2,335.88,4.761904762,16.794,5.1,1
701-23-5550,1,0,1,4,38.81,4,7.762,163.002,3,19,2019,13,40,2,155.24,4.761904762,7.762,4.9,1
339-18-7061,2,1,0,1,92.98,2,9.298,195.258,2,13,2019,15,6,1,185.96,4.761904762,9.298,8.0,1
420-04-7590,1,0,1,4,99.7,3,14.955,314.055,3,18,2019,11,29,2,299.1,4.761904762,14.955,4.7,0
175-54-2529,0,2,1,2,22.17,8,8.868,186.228,3,3,2019,17,1,1,177.36,4.761904762,8.868,9.6,1
518-17-2983,0,2,0,1,48.63,4,9.726,204.246,2,4,2019,15,44,2,194.52,4.761904762,9.726,7.6,0
556-41-6224,2,1,1,3,33.64,8,13.456,282.576,2,15,2019,17,10,1,269.12,4.761904762,13.456,9.3,0
127-47-6963,0,2,1,3,51.71,4,10.342,217.182,3,9,2019,13,53,1,206.84,4.761904762,10.342,9.8,0
166-19-2553,0,2,1,5,89.06,6,26.718000000000004,561.078,1,18,2019,17,26,0,534.36,4.761904762,26.718000000000004,9.9,1
308-47-4913,0,2,0,5,52.26,10,26.13,548.73,3,9,2019,12,45,1,522.6,4.761904762,26.13,6.2,1
423-80-0988,2,1,1,5,76.4,2,7.64,160.44,1,30,2019,19,42,2,152.8,4.761904762,7.64,6.5,0
799-71-1548,0,2,1,0,77.72,4,15.544,326.4240000000001,1,7,2019,16,11,1,310.88,4.761904762,15.544,8.8,1
182-88-2763,1,0,1,2,79.91,3,11.9865,251.7165,3,20,2019,19,28,1,239.73,4.761904762,11.9865,5.0,1
460-93-5834,0,2,1,5,45.58,7,15.953,335.0130000000001,1,13,2019,10,3,0,319.06,4.761904762,15.953,5.0,0
679-22-6530,1,0,0,5,40.62,2,4.062,85.302,1,17,2019,10,1,1,81.24,4.761904762,4.062,4.1,0
667-23-5919,0,2,0,1,96.7,5,24.175,507.675,1,14,2019,12,52,2,483.5,4.761904762,24.175,7.0,1
132-23-6451,0,2,1,3,20.97,5,5.2425,110.0925,1,4,2019,13,21,0,104.85,4.761904762,5.2425,7.8,1
287-21-9091,0,2,1,4,74.67,9,33.6015,705.6315,1,22,2019,10,55,2,672.03,4.761904762,33.6015,9.4,0
645-44-1170,0,2,1,4,58.07,9,26.1315,548.7615,1,19,2019,20,7,2,522.63,4.761904762,26.1315,4.3,1
258-69-7810,2,1,0,1,36.85,5,9.2125,193.4625,1,26,2019,18,53,0,184.25,4.761904762,9.2125,9.2,0
324-92-3863,0,2,1,0,20.89,2,2.089,43.869,2,5,2019,18,45,0,41.78,4.761904762,2.089,9.8,1
541-89-9860,2,1,0,1,80.48,3,12.072,253.512,2,15,2019,12,31,0,241.44,4.761904762,12.072,8.1,1
716-39-1409,1,0,1,3,30.35,7,10.6225,223.0725,3,19,2019,18,19,0,212.45,4.761904762,10.6225,8.0,0
237-01-6122,2,1,0,4,80.79,9,36.3555,763.4655,2,1,2019,20,31,1,727.11,4.761904762,36.3555,9.5,1
186-09-3669,2,1,0,3,81.51,1,4.0755,85.5855,1,22,2019,10,57,2,81.51,4.761904762,4.0755,9.2,1
719-89-8991,0,2,0,5,91.41,5,22.8525,479.9025,2,25,2019,16,3,2,457.05,4.761904762,22.8525,7.1,1
533-33-5337,1,0,1,0,79.39,10,39.695,833.595,2,7,2019,20,24,0,793.9,4.761904762,39.695,6.2,0
372-26-1506,2,1,0,1,23.82,5,5.955,125.055,1,28,2019,19,24,2,119.1,4.761904762,5.955,5.4,0
873-51-0671,0,2,0,5,21.98,7,7.693,161.553,1,10,2019,16,42,2,153.86,4.761904762,7.693,5.1,1
641-62-7288,1,0,1,4,99.92,6,29.976,629.496,3,24,2019,13,33,2,599.52,4.761904762,29.976,7.1,0
318-68-5053,1,0,0,3,76.99,6,23.097,485.037,2,27,2019,17,55,0,461.94,4.761904762,23.097,6.1,0
898-04-2717,0,2,1,1,76.4,9,34.38,721.98,3,19,2019,15,49,2,687.6,4.761904762,34.38,7.5,0
267-62-7380,2,1,1,0,82.34,10,41.17,864.57,3,29,2019,19,12,2,823.4,4.761904762,41.17,4.3,1
181-82-6255,1,0,0,4,16.37,6,4.9110000000000005,103.131,2,8,2019,10,58,0,98.22,4.761904762,4.9110000000000005,7.0,0
458-10-8612,2,1,1,3,64.08,7,22.428,470.98800000000006,1,20,2019,12,27,2,448.56,4.761904762,22.428,7.6,0
830-58-2383,1,0,1,4,31.75,4,6.35,133.35,2,8,2019,15,26,0,127.0,4.761904762,6.35,8.6,0
880-35-0356,0,2,0,5,75.2,3,11.28,236.88,2,5,2019,11,51,2,225.6,4.761904762,11.28,4.8,1
277-35-5865,2,1,0,2,98.97,9,44.5365,935.2665,3,9,2019,11,23,0,890.73,4.761904762,44.5365,6.7,1
512-91-0811,2,1,1,3,89.75,1,4.4875,94.2375,2,6,2019,20,5,1,89.75,4.761904762,4.4875,6.6,0
529-56-3974,1,0,1,0,25.51,4,5.102,107.142,3,9,2019,17,3,0,102.04,4.761904762,5.102,6.8,1
316-01-3952,0,2,0,2,54.27,5,13.5675,284.9175,3,13,2019,14,16,2,271.35,4.761904762,13.5675,4.6,0
236-27-1144,2,1,0,2,16.31,9,7.3395,154.1295,3,26,2019,10,31,2,146.79,4.761904762,7.3395,8.4,0
228-96-1411,2,1,0,2,98.7,8,39.48,829.08,3,4,2019,20,39,0,789.6,4.761904762,39.48,7.6,1
354-25-5821,1,0,0,5,69.12,6,20.736,435.456,2,8,2019,13,3,0,414.72,4.761904762,20.736,5.6,1
340-66-0321,0,2,1,0,36.36,4,7.272,152.71200000000005,3,25,2019,13,7,0,145.44,4.761904762,7.272,7.6,1
687-47-8271,0,2,1,1,98.98,10,49.49,1039.29,2,8,2019,16,20,1,989.8,4.761904762,49.49,8.7,0
862-59-8517,2,1,0,2,90.24,6,27.072,568.512,1,27,2019,11,17,0,541.44,4.761904762,27.072,6.2,0
885-56-0389,2,1,1,1,52.35,1,2.6175,54.9675,2,12,2019,17,49,0,52.35,4.761904762,2.6175,4.0,1
123-35-4896,2,1,0,5,46.66,9,20.997,440.937,2,17,2019,19,11,2,419.94,4.761904762,20.997,5.3,0
785-96-0615,1,0,0,0,35.74,8,14.296,300.216,2,17,2019,15,28,2,285.92,4.761904762,14.296,4.9,1
163-56-7055,2,1,1,1,48.71,1,2.4355,51.1455,3,26,2019,19,20,0,48.71,4.761904762,2.4355,4.1,1
269-10-8440,0,2,1,3,53.17,7,18.6095,390.7995,1,21,2019,18,1,0,372.19,4.761904762,18.6095,8.9,1
407-63-8975,0,2,1,2,73.88,6,22.164,465.444,3,23,2019,19,16,2,443.28,4.761904762,22.164,4.4,0
301-11-9629,0,2,0,5,19.1,7,6.685,140.385,1,15,2019,10,43,0,133.7,4.761904762,6.685,9.7,0
750-57-9686,2,1,0,4,45.38,4,9.076,190.596,1,8,2019,13,48,1,181.52,4.761904762,9.076,8.7,0
873-14-6353,0,2,1,2,24.82,7,8.687000000000001,182.427,2,16,2019,10,33,1,173.74,4.761904762,8.687000000000001,7.1,1
311-13-6971,1,0,1,5,31.99,10,15.995,335.895,2,20,2019,15,18,1,319.9,4.761904762,15.995,9.9,1
528-87-5606,1,0,0,0,39.48,1,1.974,41.45399999999999,2,12,2019,19,43,0,39.48,4.761904762,1.974,6.5,1
139-52-2867,2,1,0,1,22.51,7,7.8785,165.4485,2,13,2019,10,50,1,157.57,4.761904762,7.8785,4.8,0
726-27-2396,0,2,0,3,77.5,5,19.375,406.875,1,24,2019,20,36,2,387.5,4.761904762,19.375,4.3,0
151-27-8496,2,1,0,0,56.13,4,11.226,235.746,1,19,2019,11,43,2,224.52,4.761904762,11.226,8.6,0
263-12-5321,0,2,1,0,92.6,7,32.41,680.61,2,27,2019,12,52,1,648.2,4.761904762,32.41,9.3,1
256-58-3609,2,1,1,1,91.98,1,4.599,96.579,3,18,2019,15,29,0,91.98,4.761904762,4.599,9.8,1
510-79-0415,1,0,0,5,23.08,6,6.924,145.404,1,24,2019,19,20,2,138.48,4.761904762,6.924,4.9,1
153-58-4872,2,1,0,2,74.89,4,14.978,314.538,3,1,2019,15,32,2,299.56,4.761904762,14.978,4.2,1
577-34-7579,2,1,1,2,50.49,9,22.7205,477.1305,1,10,2019,17,16,0,454.41,4.761904762,22.7205,5.4,1
585-86-8361,0,2,0,2,27.28,5,6.82,143.22,2,3,2019,10,31,1,136.4,4.761904762,6.82,8.6,0
729-09-9681,0,2,1,4,25.91,6,7.773,163.233,2,5,2019,10,16,2,155.46,4.761904762,7.773,8.7,1
308-81-0538,0,2,0,1,73.05,4,14.61,306.81,2,25,2019,17,16,1,292.2,4.761904762,14.61,4.9,0
527-09-6272,0,2,0,0,28.45,5,7.1125,149.3625,3,21,2019,10,17,1,142.25,4.761904762,7.1125,9.1,1
299-46-1805,1,0,0,5,93.72,6,28.116,590.436,1,15,2019,16,19,0,562.32,4.761904762,28.116,4.5,1
746-54-5508,0,2,1,4,21.52,6,6.456,135.576,1,17,2019,12,48,1,129.12,4.761904762,6.456,9.4,0
250-17-5703,0,2,1,2,18.85,10,9.425,197.925,2,27,2019,18,24,2,188.5,4.761904762,9.425,5.6,1
389-25-3394,2,1,1,0,11.81,5,2.9525,62.0025,2,17,2019,18,6,0,59.05,4.761904762,2.9525,9.4,0
342-65-4817,2,1,1,3,86.8,3,13.02,273.42,1,28,2019,16,47,2,260.4,4.761904762,13.02,9.9,1
148-41-7930,2,1,1,3,99.96,7,34.986,734.706,1,23,2019,10,33,0,699.72,4.761904762,34.986,6.1,0
273-16-6619,1,0,1,4,33.2,2,3.32,69.72,3,15,2019,12,20,1,66.4,4.761904762,3.32,4.4,0
632-90-0281,2,1,0,1,37.55,10,18.775,394.275,3,8,2019,20,1,1,375.5,4.761904762,18.775,9.3,0
779-42-2410,1,0,1,2,57.74,3,8.661,181.881,2,20,2019,13,6,2,173.22,4.761904762,8.661,7.7,1
840-76-5966,0,2,1,5,12.76,2,1.276,26.796,1,8,2019,18,6,2,25.52,4.761904762,1.276,7.8,1
378-07-7001,1,0,1,0,48.09,3,7.2135,151.4835,2,10,2019,18,23,1,144.27,4.761904762,7.2135,7.8,1
574-57-9721,2,1,1,2,43.27,2,4.327,90.867,3,8,2019,16,53,2,86.54,4.761904762,4.327,5.7,0
582-52-8065,1,0,0,1,54.31,9,24.4395,513.2295,2,22,2019,10,49,0,488.79,4.761904762,24.4395,8.9,0
528-14-9470,0,2,1,3,91.3,1,4.565,95.865,2,14,2019,14,42,2,91.3,4.761904762,4.565,9.2,1
875-46-5808,1,0,1,3,25.9,10,12.95,271.95,2,6,2019,14,51,2,259.0,4.761904762,12.95,8.7,1
149-61-1929,0,2,1,5,64.19,10,32.095,673.995,1,19,2019,14,8,1,641.9,4.761904762,32.095,6.7,0
152-08-9985,1,0,1,3,64.36,9,28.962,608.202,3,12,2019,12,9,1,579.24,4.761904762,28.962,8.6,1
712-39-0363,0,2,1,2,41.66,6,12.498,262.458,1,2,2019,15,24,2,249.96,4.761904762,12.498,5.6,1
232-11-3025,0,2,1,5,78.77,10,39.385,827.085,1,24,2019,10,4,0,787.7,4.761904762,39.385,6.4,0
670-79-6321,1,0,0,4,94.59,7,33.1065,695.2365,1,17,2019,15,27,1,662.13,4.761904762,33.1065,4.9,1
565-17-3836,0,2,0,3,47.67,4,9.534,200.21400000000003,3,12,2019,14,21,0,190.68,4.761904762,9.534,9.1,1
896-34-0956,0,2,1,1,21.32,1,1.0659999999999998,22.386,1,26,2019,12,43,0,21.32,4.761904762,1.0659999999999998,5.9,0
837-55-7229,1,0,0,1,47.44,1,2.372,49.812,2,22,2019,18,19,1,47.44,4.761904762,2.372,6.8,0
214-17-6927,2,1,0,2,16.48,6,4.944,103.824,2,7,2019,18,23,2,98.88,4.761904762,4.944,9.9,0
732-94-0499,2,1,0,0,41.65,10,20.825,437.325,1,13,2019,17,4,1,416.5,4.761904762,20.825,5.4,0
247-11-2470,0,2,0,1,22.32,4,4.464,93.744,3,1,2019,16,23,1,89.28,4.761904762,4.464,4.4,1
235-46-8343,2,1,1,2,27.66,10,13.83,290.43,2,14,2019,11,26,1,276.6,4.761904762,13.83,8.9,1
400-60-7251,0,2,1,4,74.07,1,3.7035,77.7735,2,10,2019,12,50,2,74.07,4.761904762,3.7035,9.9,0
687-15-1097,2,1,0,3,21.12,2,2.112,44.352,1,3,2019,19,17,0,42.24,4.761904762,2.112,9.7,1
211-30-9270,2,1,1,3,17.41,5,4.3525,91.4025,1,28,2019,15,16,1,87.05,4.761904762,4.3525,4.9,0
795-49-7276,0,2,1,1,37.15,4,7.43,156.03,3,23,2019,18,59,2,148.6,4.761904762,7.43,8.3,0
659-65-8956,1,0,1,1,51.36,1,2.568,53.928,1,16,2019,15,26,2,51.36,4.761904762,2.568,5.2,1
449-16-6770,0,2,1,3,50.79,5,12.6975,266.6475,2,19,2019,14,53,1,253.95,4.761904762,12.6975,5.3,0
595-27-4851,0,2,0,1,54.28,7,18.998,398.958,1,27,2019,18,5,2,379.96,4.761904762,18.998,9.3,0
569-76-2760,0,2,0,5,22.01,4,4.402,92.442,1,29,2019,18,15,1,88.04,4.761904762,4.402,6.6,1
788-07-8452,2,1,0,4,24.24,7,8.484,178.16400000000004,1,27,2019,17,38,2,169.68,4.761904762,8.484,9.4,1
870-54-3162,0,2,0,5,32.25,5,8.0625,169.3125,1,27,2019,13,26,0,161.25,4.761904762,8.0625,9.0,0
291-32-1427,1,0,1,1,21.94,5,5.485,115.185,3,5,2019,12,29,2,109.7,4.761904762,5.485,5.3,1
731-59-7531,1,0,1,3,72.57,8,29.028,609.5880000000002,3,30,2019,17,58,0,580.56,4.761904762,29.028,4.6,1
196-01-2849,2,1,0,1,73.38,7,25.683000000000003,539.3430000000002,2,10,2019,13,56,0,513.66,4.761904762,25.683000000000003,9.5,1
635-40-6220,0,2,1,3,89.6,8,35.84,752.64,2,7,2019,11,28,2,716.8,4.761904762,35.84,6.6,0
533-66-5566,1,0,0,4,51.07,7,17.8745,375.3645,1,12,2019,11,42,0,357.49,4.761904762,17.8745,7.0,0
453-33-6436,0,2,0,4,93.12,8,37.24800000000001,782.2080000000002,2,7,2019,10,9,0,744.96,4.761904762,37.24800000000001,6.8,0
254-31-0042,0,2,1,0,21.5,9,9.675,203.175,3,6,2019,12,46,1,193.5,4.761904762,9.675,7.8,1
144-51-6085,0,2,1,4,70.74,4,14.148,297.108,1,5,2019,16,5,1,282.96,4.761904762,14.148,4.4,1
370-41-7321,1,0,1,3,56.69,9,25.5105,535.7205,2,27,2019,17,24,1,510.21,4.761904762,25.5105,8.4,1
400-45-1220,1,0,0,3,13.5,10,6.75,141.75,2,27,2019,11,6,1,135.0,4.761904762,6.75,4.8,0
556-86-3144,2,1,0,1,74.29,1,3.7145,78.0045,1,13,2019,19,30,0,74.29,4.761904762,3.7145,5.0,1
849-09-3807,0,2,0,1,88.34,7,30.919,649.299,2,18,2019,13,28,0,618.38,4.761904762,30.919,6.6,1
427-45-9297,1,0,0,4,40.73,7,14.2555,299.3655,3,12,2019,11,1,2,285.11,4.761904762,14.2555,5.4,1
386-27-7606,2,1,0,4,81.2,7,28.42,596.82,3,23,2019,15,59,1,568.4,4.761904762,28.42,8.1,1
447-15-7839,0,2,0,5,22.24,10,11.12,233.52,2,9,2019,11,0,0,222.4,4.761904762,11.12,4.2,1
192-98-7397,2,1,1,1,12.78,1,0.639,13.419,1,8,2019,14,11,2,12.78,4.761904762,0.639,9.5,0
242-11-3142,1,0,1,1,83.77,2,8.377,175.917,2,24,2019,19,57,0,167.54,4.761904762,8.377,4.6,1
396-90-2219,1,0,0,0,14.96,8,5.984,125.664,2,23,2019,12,29,0,119.68,4.761904762,5.984,8.6,0
433-75-6987,1,0,0,3,55.97,7,19.5895,411.3795,3,5,2019,19,6,2,391.79,4.761904762,19.5895,8.9,1
558-60-5016,0,2,0,4,33.3,9,14.985,314.685,3,4,2019,15,27,2,299.7,4.761904762,14.985,7.2,0
238-49-0436,0,2,1,3,32.46,8,12.984000000000002,272.664,3,27,2019,13,48,1,259.68,4.761904762,12.984000000000002,4.9,0
268-27-6179,1,0,0,1,56.47,8,22.588,474.348,3,9,2019,14,57,2,451.76,4.761904762,22.588,7.3,1
886-77-9084,2,1,1,0,71.89,8,28.756,603.876,2,19,2019,11,33,2,575.12,4.761904762,28.756,5.5,0
326-78-5178,2,1,1,2,91.4,7,31.99,671.79,2,3,2019,10,19,0,639.8,4.761904762,31.99,9.5,1
565-67-6697,1,0,1,4,27.0,9,12.15,255.15,3,2,2019,14,16,0,243.0,4.761904762,12.15,4.8,1
397-25-8725,0,2,0,3,39.62,9,17.829,374.409,1,13,2019,17,54,1,356.58,4.761904762,17.829,6.8,1
338-65-2210,2,1,0,3,68.6,10,34.3,720.3,2,5,2019,19,57,0,686.0,4.761904762,34.3,9.1,1
767-05-1286,2,1,0,4,83.77,6,25.131,527.751,1,23,2019,12,10,2,502.62,4.761904762,25.131,5.4,1
346-12-3257,1,0,1,0,19.24,9,8.658,181.818,3,4,2019,16,28,0,173.16,4.761904762,8.658,8.0,1
135-13-8269,1,0,0,2,78.88,2,7.888,165.648,1,26,2019,16,4,0,157.76,4.761904762,7.888,9.1,1
649-11-3678,2,1,0,2,22.93,9,10.3185,216.6885,2,26,2019,20,26,0,206.37,4.761904762,10.3185,5.5,0
319-50-3348,1,0,0,4,40.3,2,4.03,84.63,3,11,2019,15,30,2,80.6,4.761904762,4.03,4.4,0
189-55-2313,2,1,0,1,62.18,10,31.09,652.89,1,31,2019,10,33,2,621.8,4.761904762,31.09,6.0,0
651-96-5970,0,2,1,1,46.41,1,2.3205,48.7305,3,3,2019,20,6,1,46.41,4.761904762,2.3205,4.0,0
559-61-5987,1,0,0,3,17.75,1,0.8875,18.6375,1,14,2019,10,38,0,17.75,4.761904762,0.8875,8.6,0
725-32-9708,1,0,0,1,68.71,4,13.742,288.582,1,4,2019,19,1,0,274.84,4.761904762,13.742,4.1,1
643-38-7867,0,2,1,4,97.94,1,4.897,102.837,3,7,2019,11,44,2,97.94,4.761904762,4.897,6.9,0
420-97-3340,0,2,0,2,71.68,3,10.752,225.792,3,28,2019,15,30,1,215.04,4.761904762,10.752,9.2,0
333-73-7901,2,1,0,3,54.92,8,21.968000000000004,461.328,3,23,2019,13,24,2,439.36,4.761904762,21.968000000000004,7.6,0
827-26-2100,0,2,1,4,33.84,9,15.228,319.788,3,21,2019,16,21,2,304.56,4.761904762,15.228,8.8,1
530-90-9855,0,2,1,4,47.59,8,19.036,399.756,1,1,2019,14,47,0,380.72,4.761904762,19.036,5.7,1
538-22-0304,2,1,1,0,64.95,10,32.475,681.975,3,24,2019,18,27,0,649.5,4.761904762,32.475,5.2,0
190-14-3147,1,0,0,3,17.97,4,3.594,75.47399999999998,2,23,2019,20,43,2,71.88,4.761904762,3.594,6.4,0
288-38-3758,2,1,0,1,84.87,3,12.7305,267.3405,1,25,2019,18,30,2,254.61,4.761904762,12.7305,7.4,1
234-36-2483,1,0,1,3,57.59,6,17.277,362.817,2,15,2019,13,51,0,345.54,4.761904762,17.277,5.1,0
400-89-4171,2,1,0,5,80.97,8,32.388000000000005,680.148,1,28,2019,13,5,0,647.76,4.761904762,32.388000000000005,9.3,0
226-71-3580,2,1,0,5,23.75,9,10.6875,224.4375,1,31,2019,12,2,0,213.75,4.761904762,10.6875,9.5,0
373-09-4567,2,1,1,2,77.56,10,38.78,814.38,3,14,2019,20,35,2,775.6,4.761904762,38.78,6.9,0
408-26-9866,2,1,0,5,73.98,7,25.893,543.753,3,2,2019,16,42,2,517.86,4.761904762,25.893,4.1,0
546-80-2899,0,2,1,4,37.69,2,3.769,79.149,2,20,2019,15,29,2,75.38,4.761904762,3.769,9.5,1
765-26-6951,0,2,1,5,72.61,6,21.783,457.443,1,1,2019,10,39,1,435.66,4.761904762,21.783,6.9,0
189-08-9157,2,1,0,1,31.73,9,14.2785,299.8485,1,8,2019,16,17,1,285.57,4.761904762,14.2785,5.9,0
372-94-8041,0,2,1,3,15.26,6,4.578,96.138,2,15,2019,18,3,2,91.56,4.761904762,4.578,9.8,0
110-48-7033,1,0,1,1,32.62,4,6.524,137.004,1,29,2019,14,12,0,130.48,4.761904762,6.524,9.0,1
562-12-5430,0,2,0,1,88.15,3,13.2225,277.6725,1,18,2019,10,11,2,264.45,4.761904762,13.2225,7.9,1
794-42-3736,1,0,1,2,33.33,2,3.333,69.993,1,26,2019,14,41,1,66.66,4.761904762,3.333,6.4,0
284-34-9626,1,0,0,4,77.04,3,11.556,242.676,2,11,2019,10,39,1,231.12,4.761904762,11.556,7.2,0
225-98-1496,2,1,0,1,27.02,3,4.053,85.113,3,2,2019,13,1,1,81.06,4.761904762,4.053,7.1,0
327-40-9673,1,0,1,5,72.6,6,21.78,457.38,1,13,2019,19,51,0,435.6,4.761904762,21.78,6.9,1
559-98-9873,0,2,0,1,53.65,7,18.7775,394.3275,2,10,2019,12,56,2,375.55,4.761904762,18.7775,5.2,1
130-98-8941,2,1,1,1,64.26,7,22.491,472.311,2,9,2019,10,0,0,449.82,4.761904762,22.491,5.7,0
573-10-3877,1,0,1,3,39.01,1,1.9505,40.9605,3,12,2019,16,46,1,39.01,4.761904762,1.9505,4.7,1
156-95-3964,0,2,0,2,55.39,4,11.078,232.638,3,25,2019,15,19,2,221.56,4.761904762,11.078,8.0,0
183-21-3799,2,1,0,0,77.63,9,34.9335,733.6035,2,19,2019,15,14,2,698.67,4.761904762,34.9335,7.2,0
592-46-1692,2,1,0,2,36.77,7,12.8695,270.2595,1,11,2019,20,10,0,257.39,4.761904762,12.8695,7.4,1
241-96-5076,1,0,0,4,49.1,2,4.91,103.11,1,8,2019,12,58,1,98.2,4.761904762,4.91,6.4,1
151-33-7434,1,0,0,2,67.77,1,3.3885,71.1585,2,4,2019,20,43,1,67.77,4.761904762,3.3885,6.5,0
521-18-7827,2,1,1,4,39.39,5,9.8475,206.7975,1,22,2019,20,46,1,196.95,4.761904762,9.8475,8.7,1
189-40-5216,2,1,1,0,96.37,7,33.7295,708.3195,1,9,2019,11,40,0,674.59,4.761904762,33.7295,6.0,0
132-32-9879,1,0,0,0,93.96,4,18.792,394.632,3,9,2019,18,0,0,375.84,4.761904762,18.792,9.5,1
624-01-8356,1,0,0,4,49.01,10,24.505,514.605,1,27,2019,10,44,1,490.1,4.761904762,24.505,4.2,0
307-85-2293,1,0,1,4,50.28,5,12.57,263.97,3,7,2019,13,58,2,251.4,4.761904762,12.57,9.7,0
409-33-9708,0,2,0,1,98.48,2,9.848,206.808,2,19,2019,10,12,2,196.96,4.761904762,9.848,9.2,0
316-55-4634,1,0,1,2,80.05,5,20.0125,420.2625,1,26,2019,12,45,1,400.25,4.761904762,20.0125,9.4,1
656-95-9349,0,2,0,3,68.93,7,24.1255,506.6355,3,11,2019,11,3,1,482.51,4.761904762,24.1255,4.6,1
209-61-0206,0,2,0,4,42.91,5,10.7275,225.2775,1,5,2019,17,29,2,214.55,4.761904762,10.7275,6.1,0
669-54-1719,1,0,1,0,18.93,6,5.6789999999999985,119.259,2,10,2019,12,45,1,113.58,4.761904762,5.6789999999999985,8.1,1
448-34-8700,1,0,1,4,36.91,7,12.9185,271.2885,2,10,2019,13,51,2,258.37,4.761904762,12.9185,6.7,1
720-72-2436,0,2,1,2,66.52,4,13.304,279.384,3,2,2019,18,14,2,266.08,4.761904762,13.304,6.9,0
413-20-6708,2,1,0,1,51.47,1,2.5735,54.0435,3,18,2019,15,52,2,51.47,4.761904762,2.5735,8.5,1
574-80-1489,1,0,0,2,62.85,4,12.57,263.97,2,25,2019,13,22,2,251.4,4.761904762,12.57,8.7,1
541-08-3113,2,1,1,2,65.97,8,26.388,554.148,2,2,2019,20,29,0,527.76,4.761904762,26.388,8.4,0
667-92-0055,0,2,1,3,99.83,6,29.949,628.929,3,4,2019,15,2,2,598.98,4.761904762,29.949,8.5,1
788-21-5741,0,2,1,1,45.38,3,6.807,142.947,2,17,2019,13,34,1,136.14,4.761904762,6.807,7.2,0
608-05-3804,1,0,1,0,39.75,1,1.9875,41.7375,2,25,2019,20,19,0,39.75,4.761904762,1.9875,6.1,1
