invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5_percents,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating
549-03-9315,1,0,0,1,1,94.87,8,37.948,796.908,2/12/2019,12:58,2,758.96,4.761904762,37.948,8.7
790-29-1172,1,0,0,0,2,57.34,3,8.601,180.621,3/10/2019,18:59,1,172.02,4.761904762,8.601,7.9
239-36-3640,1,0,0,1,0,45.35,6,13.605,285.705,1/31/2019,13:44,2,272.1,4.761904762,13.605,6.1
468-01-2051,1,0,0,1,2,62.08,7,21.728,456.288,3/6/2019,13:46,2,434.56,4.761904762,21.728,5.4
389-25-3394,2,1,0,1,0,11.81,5,2.9525,62.0025,2/17/2019,18:06,0,59.05,4.761904762,2.9525,9.4
279-62-1445,2,1,1,0,1,12.54,1,0.627,13.167,2/21/2019,12:38,0,12.54,4.761904762,0.627,8.2
213-72-6612,0,2,0,1,2,43.25,2,4.325,90.825,3/20/2019,15:56,0,86.5,4.761904762,4.325,6.2
746-68-6593,2,1,1,0,5,87.16,2,8.716000000000001,183.036,1/11/2019,14:29,1,174.32,4.761904762,8.716000000000001,9.7
836-82-5858,1,0,1,1,3,69.37,9,31.2165,655.5465,1/26/2019,19:14,2,624.33,4.761904762,31.2165,4.0
583-72-1480,2,1,1,1,0,37.06,4,7.412000000000001,155.65200000000004,1/31/2019,16:24,2,148.24,4.761904762,7.412000000000001,9.7
466-61-5506,1,0,1,0,0,90.7,6,27.21,571.41,2/26/2019,10:52,0,544.2,4.761904762,27.21,5.3
721-86-6247,0,2,0,0,4,63.42,8,25.368,532.7280000000002,3/11/2019,12:55,2,507.36,4.761904762,25.368,7.4
289-65-5721,1,0,0,0,1,81.37,2,8.137,170.877,1/26/2019,19:28,0,162.74,4.761904762,8.137,6.5
545-46-3100,1,0,1,0,0,10.59,3,1.5885,33.3585,3/12/2019,13:52,1,31.77,4.761904762,1.5885,8.7
418-02-5978,1,0,0,0,3,84.09,9,37.8405,794.6505,2/11/2019,10:54,0,756.81,4.761904762,37.8405,8.0
269-04-5750,1,0,1,1,1,73.82,4,14.764,310.0440000000001,2/21/2019,18:31,0,295.28,4.761904762,14.764,6.7
157-13-5295,0,2,1,1,3,51.94,10,25.97,545.37,3/9/2019,18:24,2,519.4,4.761904762,25.97,6.5
645-78-8093,0,2,0,0,5,93.14,2,9.314,195.594,1/20/2019,18:09,2,186.28,4.761904762,9.314,4.1
211-30-9270,2,1,0,1,3,17.41,5,4.3525,91.4025,1/28/2019,15:16,1,87.05,4.761904762,4.3525,4.9
755-12-3214,2,1,1,0,1,44.22,5,11.055,232.155,3/5/2019,17:07,1,221.1,4.761904762,11.055,8.6
346-84-3103,1,0,1,0,0,13.22,5,3.305,69.405,3/2/2019,19:26,0,66.1,4.761904762,3.305,4.3
478-06-7835,0,2,0,1,1,89.69,1,4.4845,94.1745,1/11/2019,11:20,2,89.69,4.761904762,4.4845,4.9
540-11-4336,0,2,0,1,2,24.94,9,11.223,235.683,1/11/2019,16:49,1,224.46,4.761904762,11.223,5.6
448-81-5016,0,2,0,1,3,59.77,2,5.977,125.517,3/11/2019,12:01,1,119.54,4.761904762,5.977,5.8
142-72-4741,2,1,1,1,1,93.2,2,9.32,195.72,2/28/2019,18:37,1,186.4,4.761904762,9.32,6.0
217-58-1179,0,2,1,1,4,62.65,4,12.53,263.13,1/5/2019,11:25,0,250.6,4.761904762,12.53,4.2
376-02-8238,1,0,0,1,4,93.87,8,37.548,788.508,2/2/2019,18:42,1,750.96,4.761904762,37.548,8.3
530-90-9855,0,2,1,1,4,47.59,8,19.036,399.756,1/1/2019,14:47,0,380.72,4.761904762,19.036,5.7
866-05-7563,1,0,1,0,0,81.4,3,12.21,256.41,2/9/2019,19:43,0,244.2,4.761904762,12.21,4.8
604-70-6476,0,2,1,1,1,17.94,5,4.485,94.185,1/23/2019,14:04,2,89.7,4.761904762,4.485,6.8
799-71-1548,0,2,1,1,0,77.72,4,15.544,326.4240000000001,1/7/2019,16:11,1,310.88,4.761904762,15.544,8.8
785-13-7708,1,0,0,1,2,73.06,7,25.571,536.991,1/14/2019,19:06,1,511.42,4.761904762,25.571,4.2
845-51-0542,1,0,1,1,2,46.55,9,20.9475,439.8975,2/2/2019,15:34,2,418.95,4.761904762,20.9475,6.4
662-47-5456,2,1,1,1,1,35.19,10,17.595,369.495,3/17/2019,19:06,1,351.9,4.761904762,17.595,8.4
883-17-4236,2,1,0,0,5,14.39,2,1.439,30.219,3/2/2019,19:44,1,28.78,4.761904762,1.439,7.2
290-68-2984,0,2,0,1,4,23.75,4,4.75,99.75,3/16/2019,11:22,0,95.0,4.761904762,4.75,5.2
704-11-6354,0,2,1,1,4,58.9,8,23.56,494.76,1/6/2019,11:23,0,471.2,4.761904762,23.56,8.9
110-48-7033,1,0,1,1,1,32.62,4,6.524,137.004,1/29/2019,14:12,0,130.48,4.761904762,6.524,9.0
366-93-0948,0,2,1,1,0,66.35,1,3.3175,69.6675,1/31/2019,10:46,1,66.35,4.761904762,3.3175,9.7
729-09-9681,0,2,1,1,4,25.91,6,7.773,163.233,2/5/2019,10:16,2,155.46,4.761904762,7.773,8.7
151-16-1484,0,2,1,1,0,32.25,4,6.45,135.45,2/13/2019,12:38,2,129.0,4.761904762,6.45,6.5
380-94-4661,2,1,1,1,0,65.94,4,13.188,276.948,2/7/2019,13:05,1,263.76,4.761904762,13.188,6.9
850-41-9669,0,2,0,0,0,75.06,9,33.777,709.317,3/19/2019,13:25,2,675.54,4.761904762,33.777,6.2
821-07-3596,2,1,0,0,1,16.45,4,3.29,69.09,3/7/2019,14:53,2,65.8,4.761904762,3.29,5.6
655-85-5130,1,0,1,0,1,38.3,4,7.66,160.86,3/13/2019,19:22,0,153.2,4.761904762,7.66,5.7
447-15-7839,0,2,1,0,5,22.24,10,11.12,233.52,2/9/2019,11:00,0,222.4,4.761904762,11.12,4.2
154-74-7179,1,0,0,1,5,54.45,1,2.7225,57.1725,2/26/2019,19:24,2,54.45,4.761904762,2.7225,7.9
253-12-6086,0,2,1,0,5,98.4,7,34.44,723.24,3/12/2019,12:43,1,688.8,4.761904762,34.44,8.7
808-65-0703,2,1,0,1,4,35.47,4,7.0939999999999985,148.974,3/14/2019,17:22,1,141.88,4.761904762,7.0939999999999985,6.9
571-94-0759,1,0,1,0,2,74.6,10,37.3,783.3,1/8/2019,20:55,0,746.0,4.761904762,37.3,9.5
144-51-6085,0,2,1,1,4,70.74,4,14.148,297.108,1/5/2019,16:05,1,282.96,4.761904762,14.148,4.4
731-14-2199,0,2,1,0,4,35.54,10,17.77,373.17,1/4/2019,13:34,2,355.4,4.761904762,17.77,7.0
783-09-1637,1,0,0,0,5,67.43,5,16.8575,354.0075,3/6/2019,18:13,2,337.15,4.761904762,16.8575,6.3
687-15-1097,2,1,1,0,3,21.12,2,2.112,44.352,1/3/2019,19:17,0,42.24,4.761904762,2.112,9.7
126-54-1082,0,2,1,0,4,21.54,9,9.693,203.553,1/7/2019,11:44,1,193.86,4.761904762,9.693,8.8
633-91-1052,0,2,0,0,4,12.03,2,1.203,25.263,1/27/2019,15:51,0,24.06,4.761904762,1.203,5.1
477-24-6490,1,0,0,0,3,99.71,6,29.913,628.173,2/26/2019,16:52,2,598.26,4.761904762,29.913,7.9
566-19-5475,1,0,0,1,1,47.97,7,16.7895,352.5795,1/7/2019,20:52,0,335.79,4.761904762,16.7895,6.2
526-86-8552,2,1,1,0,4,21.82,10,10.91,229.11,1/7/2019,17:36,0,218.2,4.761904762,10.91,7.1
376-56-3573,2,1,0,0,1,95.42,4,19.084,400.764,2/2/2019,13:23,2,381.68,4.761904762,19.084,6.4
537-72-0426,2,1,1,1,1,70.99,10,35.495,745.395,3/20/2019,16:28,0,709.9,4.761904762,35.495,5.7
828-61-5674,0,2,1,1,5,44.02,10,22.01,462.21,3/20/2019,19:57,1,440.2,4.761904762,22.01,9.6
136-08-6195,0,2,0,0,4,69.96,8,27.984,587.664,2/15/2019,17:01,1,559.68,4.761904762,27.984,6.4
523-38-0215,2,1,0,1,4,37.0,1,1.85,38.85,3/6/2019,13:29,1,37.0,4.761904762,1.85,7.9
490-29-1201,0,2,0,0,5,15.34,1,0.767,16.107,1/6/2019,11:09,0,15.34,4.761904762,0.767,6.5
667-92-0055,0,2,1,1,3,99.83,6,29.949,628.929,3/4/2019,15:02,2,598.98,4.761904762,29.949,8.5
565-17-3836,0,2,1,0,3,47.67,4,9.534,200.21400000000003,3/12/2019,14:21,0,190.68,4.761904762,9.534,9.1
498-41-1961,1,0,0,1,3,66.68,5,16.67,350.07,2/20/2019,18:01,0,333.4,4.761904762,16.67,7.6
593-95-4461,2,1,1,1,4,74.86,1,3.743,78.60300000000002,3/24/2019,14:49,0,74.86,4.761904762,3.743,6.9
226-71-3580,2,1,0,0,5,23.75,9,10.6875,224.4375,1/31/2019,12:02,0,213.75,4.761904762,10.6875,9.5
283-79-9594,1,0,0,0,2,48.51,7,16.9785,356.5485,1/25/2019,13:30,1,339.57,4.761904762,16.9785,5.2
430-60-3493,0,2,1,0,4,94.88,7,33.208,697.368,2/3/2019,14:38,0,664.16,4.761904762,33.208,4.2
139-20-0155,1,0,1,1,0,40.3,10,20.15,423.15,1/24/2019,17:37,1,403.0,4.761904762,20.15,7.0
558-80-4082,2,1,0,1,0,27.85,7,9.7475,204.6975,3/14/2019,17:20,2,194.95,4.761904762,9.7475,6.0
278-97-7759,0,2,1,0,0,62.48,1,3.124,65.604,2/18/2019,20:29,0,62.48,4.761904762,3.124,4.7
316-68-6352,0,2,1,0,2,36.36,2,3.636,76.35600000000002,1/21/2019,10:00,0,72.72,4.761904762,3.636,7.1
585-03-5943,1,0,0,1,3,18.11,10,9.055,190.155,3/13/2019,11:46,2,181.1,4.761904762,9.055,5.9
211-05-0490,2,1,1,0,0,51.92,5,12.98,272.58,3/3/2019,13:42,0,259.6,4.761904762,12.98,7.5
727-75-6477,2,1,0,1,0,28.84,4,5.768,121.128,3/29/2019,14:44,0,115.36,4.761904762,5.768,6.4
744-02-5987,0,2,1,1,4,78.38,6,23.514,493.794,1/10/2019,14:16,2,470.28,4.761904762,23.514,5.8
307-83-9164,0,2,1,1,4,60.01,4,12.002,252.042,1/25/2019,15:54,0,240.04,4.761904762,12.002,4.5
779-06-0012,2,1,1,0,4,88.61,1,4.4305,93.0405,1/19/2019,10:21,0,88.61,4.761904762,4.4305,7.7
446-47-6729,2,1,0,1,1,99.82,2,9.982,209.622,1/2/2019,18:09,1,199.64,4.761904762,9.982,6.7
573-10-3877,1,0,1,1,3,39.01,1,1.9505,40.9605,3/12/2019,16:46,1,39.01,4.761904762,1.9505,4.7
735-06-4124,2,1,0,1,2,48.61,1,2.4305,51.0405,2/25/2019,15:31,0,48.61,4.761904762,2.4305,4.4
439-54-7422,0,2,0,0,0,51.19,4,10.238,214.998,3/18/2019,17:15,1,204.76,4.761904762,10.238,4.7
396-90-2219,1,0,0,0,0,14.96,8,5.984,125.664,2/23/2019,12:29,0,119.68,4.761904762,5.984,8.6
411-77-0180,0,2,1,1,0,72.2,7,25.27,530.67,3/26/2019,20:14,2,505.4,4.761904762,25.27,4.3
286-01-5402,0,2,0,0,5,40.23,7,14.0805,295.6905,3/30/2019,13:22,0,281.61,4.761904762,14.0805,9.6
803-17-8013,0,2,1,0,4,88.79,8,35.516,745.836,2/17/2019,17:09,0,710.32,4.761904762,35.516,4.1
512-98-1403,0,2,1,0,0,26.48,3,3.972,83.412,3/21/2019,10:40,2,79.44,4.761904762,3.972,4.7
848-42-2560,0,2,0,0,1,81.91,2,8.191,172.011,3/5/2019,17:43,0,163.82,4.761904762,8.191,7.8
532-59-7201,1,0,1,1,5,79.93,6,23.979,503.559,1/31/2019,14:04,0,479.58,4.761904762,23.979,5.5
181-94-6432,2,1,1,1,1,69.33,2,6.933,145.593,2/5/2019,19:05,2,138.66,4.761904762,6.933,9.7
870-76-1733,0,2,1,0,2,14.23,5,3.5575,74.7075,2/1/2019,10:08,1,71.15,4.761904762,3.5575,4.4
423-64-4619,0,2,1,0,3,15.55,9,6.9975,146.9475,3/7/2019,13:12,0,139.95,4.761904762,6.9975,5.0
227-07-4446,2,1,1,0,0,78.13,10,39.065,820.365,2/10/2019,20:51,0,781.3,4.761904762,39.065,4.4
174-36-3675,2,1,1,1,2,99.37,2,9.937,208.677,2/14/2019,17:29,0,198.74,4.761904762,9.937,5.2
428-83-5800,2,1,1,0,2,21.08,3,3.162,66.402,2/9/2019,10:25,0,63.24,4.761904762,3.162,7.3
603-07-0961,2,1,1,1,0,74.79,5,18.6975,392.6475,1/10/2019,11:34,0,373.95,4.761904762,18.6975,4.9
704-20-4138,2,1,1,0,3,29.67,7,10.3845,218.0745,3/11/2019,18:58,1,207.69,4.761904762,10.3845,8.1
787-15-1757,2,1,1,1,3,44.07,4,8.814,185.094,2/18/2019,16:28,2,176.28,4.761904762,8.814,8.4
649-11-3678,2,1,0,0,2,22.93,9,10.3185,216.6885,2/26/2019,20:26,0,206.37,4.761904762,10.3185,5.5
622-20-1945,2,1,0,0,3,39.42,1,1.971,41.39100000000001,1/18/2019,15:08,0,39.42,4.761904762,1.971,8.4
372-94-8041,0,2,0,1,3,15.26,6,4.578,96.138,2/15/2019,18:03,2,91.56,4.761904762,4.578,9.8
563-91-7120,0,2,0,0,1,61.77,5,15.4425,324.2925,3/8/2019,13:21,0,308.85,4.761904762,15.4425,6.7
746-54-5508,0,2,0,1,4,21.52,6,6.456,135.576,1/17/2019,12:48,1,129.12,4.761904762,6.456,9.4
276-54-0879,1,0,0,1,5,97.74,4,19.548,410.508,3/12/2019,19:53,2,390.96,4.761904762,19.548,6.4
815-11-1168,0,2,1,1,2,99.78,5,24.945,523.845,3/9/2019,19:09,0,498.9,4.761904762,24.945,5.4
719-76-3868,2,1,1,1,2,94.26,4,18.852,395.892,3/12/2019,16:30,0,377.04,4.761904762,18.852,8.6
730-61-8757,1,0,1,1,3,51.13,4,10.226,214.746,1/25/2019,10:11,1,204.52,4.761904762,10.226,4.0
340-66-0321,0,2,1,1,0,36.36,4,7.272,152.71200000000005,3/25/2019,13:07,0,145.44,4.761904762,7.272,7.6
868-81-1752,1,0,0,1,4,22.02,9,9.909,208.08900000000003,2/7/2019,18:48,0,198.18,4.761904762,9.909,6.8
634-97-8956,0,2,0,1,2,32.9,3,4.935,103.635,2/17/2019,17:27,1,98.7,4.761904762,4.935,9.1
566-71-1091,0,2,0,1,1,77.02,5,19.255,404.355,2/3/2019,15:59,0,385.1,4.761904762,19.255,5.5
442-48-3607,0,2,1,1,2,23.48,2,2.3480000000000003,49.308,3/14/2019,11:21,1,46.96,4.761904762,2.3480000000000003,7.9
835-16-0096,2,1,1,1,5,14.7,5,3.675,77.175,3/24/2019,13:48,2,73.5,4.761904762,3.675,8.5
527-09-6272,0,2,1,0,0,28.45,5,7.1125,149.3625,3/21/2019,10:17,1,142.25,4.761904762,7.1125,9.1
898-04-2717,0,2,0,1,1,76.4,9,34.38,721.98,3/19/2019,15:49,2,687.6,4.761904762,34.38,7.5
692-27-8933,1,0,0,0,5,57.95,6,17.385,365.085,2/24/2019,13:02,0,347.7,4.761904762,17.385,5.2
633-09-3463,2,1,0,0,0,47.65,3,7.1475,150.0975,3/28/2019,12:58,1,142.95,4.761904762,7.1475,9.5
374-17-3652,1,0,1,0,2,42.82,9,19.269,404.649,2/5/2019,15:26,1,385.38,4.761904762,19.269,8.9
378-07-7001,1,0,1,1,0,48.09,3,7.2135,151.4835,2/10/2019,18:23,1,144.27,4.761904762,7.2135,7.8
433-75-6987,1,0,1,0,3,55.97,7,19.5895,411.3795,3/5/2019,19:06,2,391.79,4.761904762,19.5895,8.9
873-95-4984,1,0,1,0,3,76.9,7,26.915,565.215,2/15/2019,20:21,0,538.3,4.761904762,26.915,7.7
416-13-5917,2,1,0,0,2,97.03,5,24.2575,509.4075,1/30/2019,16:24,2,485.15,4.761904762,24.2575,9.3
150-89-8043,0,2,0,1,5,44.65,3,6.6975,140.6475,2/14/2019,15:04,0,133.95,4.761904762,6.6975,6.2
135-84-8019,0,2,0,0,1,77.93,9,35.0685,736.4385,2/27/2019,16:10,2,701.37,4.761904762,35.0685,7.6
441-94-7118,0,2,1,1,0,71.95,1,3.5975,75.5475,2/4/2019,12:14,0,71.95,4.761904762,3.5975,7.3
725-96-3778,2,1,1,0,4,89.25,8,35.7,749.7,1/20/2019,10:13,0,714.0,4.761904762,35.7,4.7
531-80-1784,0,2,0,1,0,26.02,7,9.107,191.247,3/28/2019,17:38,0,182.14,4.761904762,9.107,5.1
400-45-1220,1,0,0,0,3,13.5,10,6.75,141.75,2/27/2019,11:06,1,135.0,4.761904762,6.75,4.8
860-79-0874,2,1,1,0,1,99.3,10,49.65,1042.65,2/15/2019,14:53,1,993.0,4.761904762,49.65,6.6
834-61-8124,0,2,0,1,0,51.69,7,18.0915,379.9215,1/26/2019,18:22,0,361.83,4.761904762,18.0915,5.5
115-99-4379,1,0,1,0,1,54.73,7,19.1555,402.2655,3/14/2019,19:02,1,383.11,4.761904762,19.1555,8.5
565-67-6697,1,0,1,1,4,27.0,9,12.15,255.15,3/2/2019,14:16,0,243.0,4.761904762,12.15,4.8
320-49-6392,2,1,0,0,0,30.24,1,1.5119999999999998,31.752,3/4/2019,15:44,0,30.24,4.761904762,1.5119999999999998,8.4
889-04-9723,1,0,1,0,2,89.14,4,17.828,374.388,1/7/2019,12:20,1,356.56,4.761904762,17.828,7.8
632-90-0281,2,1,0,0,1,37.55,10,18.775,394.275,3/8/2019,20:01,1,375.5,4.761904762,18.775,9.3
554-42-2417,2,1,0,0,5,95.44,10,47.72,1002.12,1/9/2019,13:45,0,954.4,4.761904762,47.72,5.2
453-63-6187,1,0,0,1,0,27.5,3,4.125,86.625,3/1/2019,15:40,2,82.5,4.761904762,4.125,6.5
578-80-7669,1,0,0,1,5,74.97,1,3.7485,78.7185,3/16/2019,16:58,0,74.97,4.761904762,3.7485,5.6
612-36-5536,0,2,1,1,2,80.96,8,32.384,680.064,2/17/2019,11:12,1,647.68,4.761904762,32.384,7.4
605-72-4132,2,1,0,0,2,94.47,8,37.788,793.548,2/27/2019,15:12,0,755.76,4.761904762,37.788,9.1
471-41-2823,2,1,0,1,2,99.79,2,9.979,209.55900000000003,3/7/2019,20:37,2,199.58,4.761904762,9.979,8.0
462-67-9126,0,2,0,1,4,73.22,6,21.966,461.286,1/21/2019,17:44,0,439.32,4.761904762,21.966,7.2
272-27-9238,2,1,0,0,2,41.24,4,8.248,173.208,2/19/2019,16:23,0,164.96,4.761904762,8.248,7.1
834-25-9262,2,1,0,0,1,81.68,4,16.336,343.056,1/6/2019,12:12,0,326.72,4.761904762,16.336,9.1
122-61-9553,2,1,0,0,0,51.32,9,23.094,484.974,3/14/2019,19:33,0,461.88,4.761904762,23.094,5.6
468-88-0009,0,2,1,1,4,65.94,4,13.188,276.948,3/24/2019,10:29,0,263.76,4.761904762,13.188,6.0
613-59-9758,2,1,0,0,5,14.36,10,7.18,150.78,1/27/2019,14:28,0,143.6,4.761904762,7.18,5.4
254-31-0042,0,2,1,1,0,21.5,9,9.675,203.175,3/6/2019,12:46,1,193.5,4.761904762,9.675,7.8
201-86-2184,1,0,1,0,0,26.26,7,9.191,193.011,2/2/2019,19:40,0,183.82,4.761904762,9.191,9.9
261-12-8671,1,0,0,0,1,60.96,2,6.096,128.016,1/25/2019,19:39,1,121.92,4.761904762,6.096,4.9
730-70-9830,2,1,0,0,4,70.11,6,21.033,441.693,3/14/2019,17:54,2,420.66,4.761904762,21.033,5.2
382-25-8917,2,1,0,1,1,42.08,6,12.624,265.10400000000004,1/29/2019,12:25,0,252.48,4.761904762,12.624,8.9
422-29-8786,0,2,0,0,4,67.09,5,16.7725,352.2225,1/3/2019,16:47,1,335.45,4.761904762,16.7725,9.1
667-23-5919,0,2,1,0,1,96.7,5,24.175,507.675,1/14/2019,12:52,2,483.5,4.761904762,24.175,7.0
843-01-4703,1,0,1,0,4,35.38,9,15.921,334.341,1/5/2019,19:50,1,318.42,4.761904762,15.921,9.6
743-88-1662,2,1,0,1,5,95.49,7,33.4215,701.8515,2/22/2019,18:17,2,668.43,4.761904762,33.4215,8.7
595-86-2894,2,1,1,1,1,96.98,4,19.396,407.316,2/6/2019,17:20,2,387.92,4.761904762,19.396,9.4
182-69-8360,1,0,0,0,0,23.65,4,4.73,99.33,1/30/2019,13:32,1,94.6,4.761904762,4.73,4.0
289-15-7034,0,2,1,1,5,82.33,4,16.465999999999998,345.786,1/11/2019,10:37,1,329.32,4.761904762,16.465999999999998,7.5
462-78-5240,2,1,0,0,0,26.61,2,2.661,55.881,3/19/2019,14:35,0,53.22,4.761904762,2.661,4.2
868-52-7573,1,0,0,0,2,99.69,5,24.9225,523.3725,1/14/2019,12:09,0,498.45,4.761904762,24.9225,9.9
153-58-4872,2,1,1,0,2,74.89,4,14.978,314.538,3/1/2019,15:32,2,299.56,4.761904762,14.978,4.2
662-72-2873,0,2,0,0,2,40.94,5,10.235,214.935,1/6/2019,13:58,2,204.7,4.761904762,10.235,9.9
525-88-7307,1,0,1,1,5,75.82,1,3.791,79.611,1/31/2019,13:19,0,75.82,4.761904762,3.791,5.8
689-16-9784,2,1,0,1,2,46.77,6,14.031,294.651,3/11/2019,13:37,0,280.62,4.761904762,14.031,6.0
725-56-0833,0,2,0,0,3,32.32,10,16.16,339.36,2/20/2019,16:49,1,323.2,4.761904762,16.16,10.0
394-41-0748,2,1,1,0,1,54.07,9,24.3315,510.9615,1/27/2019,14:55,2,486.63,4.761904762,24.3315,9.5
596-42-3999,1,0,0,1,2,18.22,7,6.377000000000002,133.917,3/10/2019,14:04,1,127.54,4.761904762,6.377000000000002,6.6
541-89-9860,2,1,1,0,1,80.48,3,12.072,253.512,2/15/2019,12:31,0,241.44,4.761904762,12.072,8.1
173-82-9529,1,0,0,0,1,37.95,10,18.975,398.475,1/26/2019,14:51,0,379.5,4.761904762,18.975,9.7
563-36-9814,0,2,1,1,0,76.82,1,3.841,80.661,2/13/2019,18:27,2,76.82,4.761904762,3.841,7.2
308-47-4913,0,2,1,0,5,52.26,10,26.13,548.73,3/9/2019,12:45,1,522.6,4.761904762,26.13,6.2
885-17-6250,0,2,0,0,3,79.74,1,3.987,83.727,3/6/2019,10:36,2,79.74,4.761904762,3.987,7.3
726-27-2396,0,2,0,0,3,77.5,5,19.375,406.875,1/24/2019,20:36,2,387.5,4.761904762,19.375,4.3
316-01-3952,0,2,0,0,2,54.27,5,13.5675,284.9175,3/13/2019,14:16,2,271.35,4.761904762,13.5675,4.6
760-54-1821,1,0,0,1,4,13.59,9,6.1155,128.4255,3/15/2019,10:26,0,122.31,4.761904762,6.1155,5.8
793-10-3222,1,0,1,0,3,41.06,6,12.318,258.678,3/5/2019,13:30,1,246.36,4.761904762,12.318,8.3
346-12-3257,1,0,1,1,0,19.24,9,8.658,181.818,3/4/2019,16:28,0,173.16,4.761904762,8.658,8.0
110-05-6330,2,1,0,0,2,39.43,6,11.829,248.409,3/25/2019,20:18,1,236.58,4.761904762,11.829,9.4
651-61-0874,2,1,0,1,4,46.22,4,9.244,194.124,3/12/2019,20:04,1,184.88,4.761904762,9.244,6.2
236-86-3015,2,1,1,1,4,13.98,1,0.6990000000000001,14.679,2/4/2019,13:38,2,13.98,4.761904762,0.6990000000000001,9.8
831-64-0259,1,0,0,0,1,39.75,5,9.9375,208.6875,2/22/2019,10:43,2,198.75,4.761904762,9.9375,9.6
587-03-7455,2,1,1,0,1,97.79,7,34.2265,718.7565,2/16/2019,17:30,2,684.53,4.761904762,34.2265,4.9
882-40-4577,0,2,1,1,5,67.26,4,13.452,282.492,1/19/2019,15:28,1,269.04,4.761904762,13.452,8.0
732-67-5346,0,2,0,1,2,13.79,5,3.4475,72.3975,1/11/2019,19:07,1,68.95,4.761904762,3.4475,7.8
725-32-9708,1,0,1,0,1,68.71,4,13.742,288.582,1/4/2019,19:01,0,274.84,4.761904762,13.742,4.1
256-08-8343,0,2,0,0,4,56.53,4,11.306,237.426,3/4/2019,19:48,2,226.12,4.761904762,11.306,5.5
372-26-1506,2,1,0,0,1,23.82,5,5.955,125.055,1/28/2019,19:24,2,119.1,4.761904762,5.955,5.4
244-08-0162,1,0,0,0,3,34.21,10,17.105,359.205,1/2/2019,13:00,0,342.1,4.761904762,17.105,5.1
569-71-4390,1,0,0,1,5,21.87,2,2.187,45.927,1/25/2019,14:29,2,43.74,4.761904762,2.187,6.9
132-23-6451,0,2,1,1,3,20.97,5,5.2425,110.0925,1/4/2019,13:21,0,104.85,4.761904762,5.2425,7.8
696-90-2548,0,2,0,1,5,25.84,3,3.876,81.396,3/10/2019,18:55,2,77.52,4.761904762,3.876,6.6
472-15-9636,0,2,0,1,4,50.93,8,20.372,427.812,3/22/2019,19:36,2,407.44,4.761904762,20.372,9.2
268-03-6164,1,0,0,1,3,96.11,1,4.8055,100.9155,1/25/2019,16:28,2,96.11,4.761904762,4.8055,7.8
750-57-9686,2,1,0,0,4,45.38,4,9.076,190.596,1/8/2019,13:48,1,181.52,4.761904762,9.076,8.7
186-09-3669,2,1,1,0,3,81.51,1,4.0755,85.5855,1/22/2019,10:57,2,81.51,4.761904762,4.0755,9.2
848-07-1692,1,0,0,0,3,57.22,2,5.722,120.162,1/12/2019,17:13,2,114.44,4.761904762,5.722,8.3
745-71-3520,0,2,1,0,0,25.22,7,8.827,185.367,2/4/2019,10:23,0,176.54,4.761904762,8.827,8.2
266-76-6436,2,1,1,0,2,38.6,3,5.79,121.59,3/28/2019,13:57,2,115.8,4.761904762,5.79,7.5
740-22-2500,2,1,0,0,0,84.05,3,12.6075,264.7575,1/23/2019,13:29,0,252.15,4.761904762,12.6075,9.8
271-88-8734,2,1,1,0,1,97.21,10,48.605,1020.705,2/8/2019,13:00,1,972.1,4.761904762,48.605,8.7
301-81-8610,1,0,1,1,1,25.42,8,10.168,213.528,3/19/2019,19:42,1,203.36,4.761904762,10.168,6.7
489-64-4354,2,1,0,1,1,16.28,1,0.8140000000000001,17.094,3/9/2019,15:36,0,16.28,4.761904762,0.8140000000000001,5.0
198-84-7132,1,0,1,1,1,40.61,9,18.2745,383.7645,1/2/2019,13:40,0,365.49,4.761904762,18.2745,7.0
269-10-8440,0,2,1,1,3,53.17,7,18.6095,390.7995,1/21/2019,18:01,0,372.19,4.761904762,18.6095,8.9
650-98-6268,1,0,1,0,2,20.87,3,3.1305,65.7405,3/20/2019,13:53,1,62.61,4.761904762,3.1305,8.0
741-73-3559,1,0,0,1,5,67.27,5,16.8175,353.1675,2/27/2019,17:27,0,336.35,4.761904762,16.8175,6.9
325-77-6186,0,2,1,0,4,90.65,10,45.325,951.825,3/8/2019,10:53,2,906.5,4.761904762,45.325,7.3
286-75-7818,1,0,0,1,1,69.08,2,6.908,145.06799999999996,1/31/2019,19:48,1,138.16,4.761904762,6.908,6.9
574-57-9721,2,1,0,1,2,43.27,2,4.327,90.867,3/8/2019,16:53,2,86.54,4.761904762,4.327,5.7
459-50-7686,0,2,0,0,0,23.46,6,7.0379999999999985,147.798,1/13/2019,19:14,2,140.76,4.761904762,7.0379999999999985,6.4
616-87-0016,1,0,0,1,1,95.54,7,33.439,702.2189999999998,3/9/2019,14:36,1,668.78,4.761904762,33.439,9.6
837-55-7229,1,0,0,0,1,47.44,1,2.372,49.812,2/22/2019,18:19,1,47.44,4.761904762,2.372,6.8
751-69-0068,2,1,0,1,5,99.24,9,44.658,937.818,3/19/2019,19:09,2,893.16,4.761904762,44.658,9.0
257-73-1380,2,1,1,1,5,82.93,4,16.586,348.306,1/20/2019,16:51,2,331.72,4.761904762,16.586,9.6
